"","temp_bin","q","data","spp"
"15655",6,0,"Lewis","Butterfish"
"15656",17.5,1.53674189700553,"Lewis","Butterfish"
"15657",18,0,"Lewis","Butterfish"
"15658",3,0,"Lewis","Butterfish"
"15659",9,0,"Lewis","Butterfish"
"15660",13.5,0,"Lewis","Butterfish"
"15661",25,0,"Lewis","Butterfish"
"15662",16,0,"Lewis","Butterfish"
"15663",7,0,"Lewis","Butterfish"
"15664",20,3.52023158172998,"Lewis","Butterfish"
"15665",20.5,0,"Lewis","Butterfish"
"15666",15.5,0,"Lewis","Butterfish"
"15667",2,0,"Lewis","Butterfish"
"15668",6.5,0,"Lewis","Butterfish"
"15669",14.5,4.74846980152702,"Lewis","Butterfish"
"15670",17,0,"Lewis","Butterfish"
"15671",24.5,0,"Lewis","Butterfish"
"15672",8,0,"Lewis","Butterfish"
"15673",4,0,"Lewis","Butterfish"
"15674",22,7.26075299961327,"Lewis","Butterfish"
"15675",27,0,"Lewis","Butterfish"
"15676",23.5,1.81572228586975,"Lewis","Butterfish"
"15677",21,0,"Lewis","Butterfish"
"15678",25.5,0,"Lewis","Butterfish"
"15679",11.5,0,"Lewis","Butterfish"
"15680",21.5,0,"Lewis","Butterfish"
"15681",2.5,0,"Lewis","Butterfish"
"15682",10,0,"Lewis","Butterfish"
"15683",5,0,"Lewis","Butterfish"
"15684",22,18.6393809074739,"Lewis","Butterfish"
"15685",9,0,"Lewis","Butterfish"
"15686",17.5,1.47938775649125,"Lewis","Butterfish"
"15687",16.5,0,"Lewis","Butterfish"
"15688",5.5,0,"Lewis","Butterfish"
"15689",15.5,0.334088978177276,"Lewis","Butterfish"
"15690",9.5,0,"Lewis","Butterfish"
"15691",15,0,"Lewis","Butterfish"
"15692",13.5,0,"Lewis","Butterfish"
"15693",25,0,"Lewis","Butterfish"
"15694",26,0.677361536483846,"Lewis","Butterfish"
"15695",12.5,0,"Lewis","Butterfish"
"15696",19,0,"Lewis","Butterfish"
"15697",4.5,0,"Lewis","Butterfish"
"15698",10.5,0,"Lewis","Butterfish"
"15699",14,0,"Lewis","Butterfish"
"15700",24,0,"Lewis","Butterfish"
"15701",3,0,"Lewis","Butterfish"
"15702",6,0,"Lewis","Butterfish"
"15703",18,2.44302565292133,"Lewis","Butterfish"
"15704",16,0,"Lewis","Butterfish"
"15705",12,1.03911173420846,"Lewis","Butterfish"
"15706",11,0,"Lewis","Butterfish"
"15707",7,0,"Lewis","Butterfish"
"15708",8,0,"Lewis","Butterfish"
"15709",19.5,0,"Lewis","Butterfish"
"15710",24.5,0,"Lewis","Butterfish"
"15711",17,0,"Lewis","Butterfish"
"15712",8.5,0,"Lewis","Butterfish"
"15713",2.5,0,"Lewis","Butterfish"
"15714",6.5,0,"Lewis","Butterfish"
"15715",14.5,4.5712478459369,"Lewis","Butterfish"
"15716",11.5,0,"Lewis","Butterfish"
"15717",21,0,"Lewis","Butterfish"
"15718",23,0,"Lewis","Butterfish"
"15719",7.5,0,"Lewis","Butterfish"
"15720",27,0,"Lewis","Butterfish"
"15721",4,0,"Lewis","Butterfish"
"15722",21.5,0,"Lewis","Butterfish"
"15723",20,15.9833445301852,"Lewis","Butterfish"
"15724",25.5,2.4807266660837,"Lewis","Butterfish"
"15725",13,3.83904031173352,"Lewis","Butterfish"
"15726",3.5,0,"Lewis","Butterfish"
"15727",26.5,0,"Lewis","Butterfish"
"15728",2,0,"Lewis","Butterfish"
"15729",23.5,4.27278149173484,"Lewis","Butterfish"
"15730",20.5,0,"Lewis","Butterfish"
"15731",18.5,0,"Lewis","Butterfish"
"15732",22.5,38.7566415309125,"Lewis","Butterfish"
"15733",25.5,1.4201034442964,"Lewis","Butterfish"
"15734",15.5,0.327139491247291,"Lewis","Butterfish"
"15735",11.5,0,"Lewis","Butterfish"
"15736",7.5,0,"Lewis","Butterfish"
"15737",23.5,0.781752318204368,"Lewis","Butterfish"
"15738",18.5,0,"Lewis","Butterfish"
"15739",8,0,"Lewis","Butterfish"
"15740",12,0.919038576539337,"Lewis","Butterfish"
"15741",12.5,0,"Lewis","Butterfish"
"15742",20.5,0,"Lewis","Butterfish"
"15743",5.5,0,"Lewis","Butterfish"
"15744",5,0,"Lewis","Butterfish"
"15745",10,0,"Lewis","Butterfish"
"15746",21.5,0,"Lewis","Butterfish"
"15747",22,19.400363162756,"Lewis","Butterfish"
"15748",6,0,"Lewis","Butterfish"
"15749",9.5,0,"Lewis","Butterfish"
"15750",19,2.53805721959357,"Lewis","Butterfish"
"15751",11,0,"Lewis","Butterfish"
"15752",16.5,0,"Lewis","Butterfish"
"15753",20,3.69516712546512,"Lewis","Butterfish"
"15754",25,0,"Lewis","Butterfish"
"15755",17,0,"Lewis","Butterfish"
"15756",18,7.69186728795193,"Lewis","Butterfish"
"15757",26,0.705015894331546,"Lewis","Butterfish"
"15758",4,0,"Lewis","Butterfish"
"15759",2.5,0,"Lewis","Butterfish"
"15760",13.5,0,"Lewis","Butterfish"
"15761",13,4.80741705496996,"Lewis","Butterfish"
"15762",26.5,0,"Lewis","Butterfish"
"15763",15,0,"Lewis","Butterfish"
"15764",9,0,"Lewis","Butterfish"
"15765",8.5,0,"Lewis","Butterfish"
"15766",10.5,0,"Lewis","Butterfish"
"15767",16,0,"Lewis","Butterfish"
"15768",3.5,0,"Lewis","Butterfish"
"15769",14,0,"Lewis","Butterfish"
"15770",3,0,"Lewis","Butterfish"
"15771",24,0,"Lewis","Butterfish"
"15772",6.5,0,"Lewis","Butterfish"
"15773",21,0,"Lewis","Butterfish"
"15774",22.5,0,"Lewis","Butterfish"
"15775",4.5,0,"Lewis","Butterfish"
"15776",23,0,"Lewis","Butterfish"
"15777",17.5,2.3377751532855,"Lewis","Butterfish"
"15778",14.5,0,"Lewis","Butterfish"
"15779",7,0,"Lewis","Butterfish"
"15780",27,0,"Lewis","Butterfish"
"15781",24.5,0,"Lewis","Butterfish"
"15782",3,0,"Lewis","Butterfish"
"15783",6,0,"Lewis","Butterfish"
"15784",15.5,0,"Lewis","Butterfish"
"15785",19,1.81915364337947,"Lewis","Butterfish"
"15786",12.5,0,"Lewis","Butterfish"
"15787",11,0,"Lewis","Butterfish"
"15788",17.5,0.63590822694227,"Lewis","Butterfish"
"15789",12,0.414053394454001,"Lewis","Butterfish"
"15790",22.5,11.6615586164031,"Lewis","Butterfish"
"15791",14.5,5.0016412530558,"Lewis","Butterfish"
"15792",13,4.04297615844948,"Lewis","Butterfish"
"15793",9.5,0,"Lewis","Butterfish"
"15794",11.5,0,"Lewis","Butterfish"
"15795",23.5,0.369812072854806,"Lewis","Butterfish"
"15796",10.5,0,"Lewis","Butterfish"
"15797",16,0.188047432043914,"Lewis","Butterfish"
"15798",18.5,0,"Lewis","Butterfish"
"15799",25,0,"Lewis","Butterfish"
"15800",13.5,0,"Lewis","Butterfish"
"15801",5,0,"Lewis","Butterfish"
"15802",18,4.04297615844948,"Lewis","Butterfish"
"15803",14,0,"Lewis","Butterfish"
"15804",17,0,"Lewis","Butterfish"
"15805",23,0,"Lewis","Butterfish"
"15806",16.5,7.11453389648586,"Lewis","Butterfish"
"15807",26,0.407625168238733,"Lewis","Butterfish"
"15808",8.5,0,"Lewis","Butterfish"
"15809",9,0,"Lewis","Butterfish"
"15810",20.5,0,"Lewis","Butterfish"
"15811",4,0,"Lewis","Butterfish"
"15812",10,0,"Lewis","Butterfish"
"15813",20,14.972770351112,"Lewis","Butterfish"
"15814",3.5,0,"Lewis","Butterfish"
"15815",7.5,0,"Lewis","Butterfish"
"15816",4.5,0,"Lewis","Butterfish"
"15817",26.5,0,"Lewis","Butterfish"
"15818",21.5,0,"Lewis","Butterfish"
"15819",2.5,0,"Lewis","Butterfish"
"15820",15,0,"Lewis","Butterfish"
"15821",22,9.34739717890675,"Lewis","Butterfish"
"15822",7,0,"Lewis","Butterfish"
"15823",5.5,0,"Lewis","Butterfish"
"15824",24.5,0,"Lewis","Butterfish"
"15825",8,0,"Lewis","Butterfish"
"15826",6.5,0,"Lewis","Butterfish"
"15827",24,0,"Lewis","Butterfish"
"15828",25.5,0,"Lewis","Butterfish"
"15829",11,0,"Lewis","Butterfish"
"15830",25.5,0,"Lewis","Butterfish"
"15831",10.5,0,"Lewis","Butterfish"
"15832",16,1.31988720221512,"Lewis","Butterfish"
"15833",5.5,0,"Lewis","Butterfish"
"15834",12.5,0,"Lewis","Butterfish"
"15835",21.5,0,"Lewis","Butterfish"
"15836",20,2.93621310785119,"Lewis","Butterfish"
"15837",5,0,"Lewis","Butterfish"
"15838",4.5,0,"Lewis","Butterfish"
"15839",27,0,"Lewis","Butterfish"
"15840",25,0,"Lewis","Butterfish"
"15841",15.5,0,"Lewis","Butterfish"
"15842",9.5,0,"Lewis","Butterfish"
"15843",24,0,"Lewis","Butterfish"
"15844",21,0,"Lewis","Butterfish"
"15845",11.5,0,"Lewis","Butterfish"
"15846",7.5,0,"Lewis","Butterfish"
"15847",7,0,"Lewis","Butterfish"
"15848",3.5,0,"Lewis","Butterfish"
"15849",18.5,0,"Lewis","Butterfish"
"15850",10,0,"Lewis","Butterfish"
"15851",16.5,5.42294040336892,"Lewis","Butterfish"
"15852",22.5,20.9875335479837,"Lewis","Butterfish"
"15853",17.5,3.42986929577944,"Lewis","Butterfish"
"15854",19,2.88109020845473,"Lewis","Butterfish"
"15855",26,0.880333119250056,"Lewis","Butterfish"
"15856",15,0,"Lewis","Butterfish"
"15857",12,3.78051218360689,"Lewis","Butterfish"
"15858",17,0,"Lewis","Butterfish"
"15859",6,0,"Lewis","Butterfish"
"15860",13,0,"Lewis","Butterfish"
"15861",23,0,"Lewis","Butterfish"
"15862",14,0,"Lewis","Butterfish"
"15863",9,0,"Lewis","Butterfish"
"15864",8,0,"Lewis","Butterfish"
"15865",22,15.1404230342264,"Lewis","Butterfish"
"15866",13.5,0,"Lewis","Butterfish"
"15867",14.5,11.8820472032359,"Lewis","Butterfish"
"15868",20.5,0,"Lewis","Butterfish"
"15869",8.5,0,"Lewis","Butterfish"
"15870",23.5,2.66223188196214,"Lewis","Butterfish"
"15871",3,0,"Lewis","Butterfish"
"15872",24.5,0,"Lewis","Butterfish"
"15873",4,0,"Lewis","Butterfish"
"15874",2,0,"Lewis","Butterfish"
"15875",18,2.72858352012454,"Lewis","Butterfish"
"15876",26.5,0,"Lewis","Butterfish"
"15877",2.5,0,"Lewis","Butterfish"
"15878",9,0,"Lewis","Butterfish"
"15879",13.5,0,"Lewis","Butterfish"
"15880",18.5,0,"Lewis","Butterfish"
"15881",11,0,"Lewis","Butterfish"
"15882",3.5,0,"Lewis","Butterfish"
"15883",4.5,0,"Lewis","Butterfish"
"15884",15,0,"Lewis","Butterfish"
"15885",20,0,"Lewis","Butterfish"
"15886",8,0,"Lewis","Butterfish"
"15887",25.5,2.66219820160015,"Lewis","Butterfish"
"15888",13,3.6048914857534,"Lewis","Butterfish"
"15889",21,0,"Lewis","Butterfish"
"15890",6,0,"Lewis","Butterfish"
"15891",14.5,5.88677565855353,"Lewis","Butterfish"
"15892",12.5,0,"Lewis","Butterfish"
"15893",11.5,0,"Lewis","Butterfish"
"15894",5,0,"Lewis","Butterfish"
"15895",15.5,1.66459635705785,"Lewis","Butterfish"
"15896",24,0,"Lewis","Butterfish"
"15897",10.5,0,"Lewis","Butterfish"
"15898",19.5,0,"Lewis","Butterfish"
"15899",5.5,0,"Lewis","Butterfish"
"15900",12,1.55058884614477,"Lewis","Butterfish"
"15901",16.5,0,"Lewis","Butterfish"
"15902",16,0,"Lewis","Butterfish"
"15903",6.5,0,"Lewis","Butterfish"
"15904",18,0,"Lewis","Butterfish"
"15905",9.5,0,"Lewis","Butterfish"
"15906",17,0,"Lewis","Butterfish"
"15907",10,0,"Lewis","Butterfish"
"15908",19,0,"Lewis","Butterfish"
"15909",22,17.1453424776958,"Lewis","Butterfish"
"15910",17.5,4.98615967120369,"Lewis","Butterfish"
"15911",20.5,0,"Lewis","Butterfish"
"15912",14,0,"Lewis","Butterfish"
"15913",21.5,0,"Lewis","Butterfish"
"15914",8.5,0,"Lewis","Butterfish"
"15915",23.5,1.31896141902986,"Lewis","Butterfish"
"15916",25,0,"Lewis","Butterfish"
"15917",23,0,"Lewis","Butterfish"
"15918",7.5,0,"Lewis","Butterfish"
"15919",24.5,0,"Lewis","Butterfish"
"15920",26,1.09036841235751,"Lewis","Butterfish"
"15921",7,0,"Lewis","Butterfish"
"15922",3,0,"Lewis","Butterfish"
"15923",22.5,20.795894766299,"Lewis","Butterfish"
"15924",2.5,0,"Lewis","Butterfish"
"15925",4,0,"Lewis","Butterfish"
"15926",27,0,"Lewis","Butterfish"
"15927",3.5,0,"Lewis","Butterfish"
"15928",11.5,0,"Lewis","Butterfish"
"15929",17,0,"Lewis","Butterfish"
"15930",14,0,"Lewis","Butterfish"
"15931",11,0,"Lewis","Butterfish"
"15932",12,0.781902992607471,"Lewis","Butterfish"
"15933",6,0,"Lewis","Butterfish"
"15934",17.5,1.84047935182989,"Lewis","Butterfish"
"15935",10.5,0,"Lewis","Butterfish"
"15936",7,0,"Lewis","Butterfish"
"15937",15.5,0.679300337468934,"Lewis","Butterfish"
"15938",5.5,0,"Lewis","Butterfish"
"15939",21,0,"Lewis","Butterfish"
"15940",5,0,"Lewis","Butterfish"
"15941",8.5,0,"Lewis","Butterfish"
"15942",7.5,0,"Lewis","Butterfish"
"15943",13,1.70128343446461,"Lewis","Butterfish"
"15944",4,0,"Lewis","Butterfish"
"15945",20.5,0,"Lewis","Butterfish"
"15946",16.5,11.8342924532204,"Lewis","Butterfish"
"15947",18,0,"Lewis","Butterfish"
"15948",25.5,0,"Lewis","Butterfish"
"15949",10,0,"Lewis","Butterfish"
"15950",2.5,0,"Lewis","Butterfish"
"15951",9,0,"Lewis","Butterfish"
"15952",26,0.800466691387325,"Lewis","Butterfish"
"15953",6.5,0,"Lewis","Butterfish"
"15954",14.5,0,"Lewis","Butterfish"
"15955",25,0,"Lewis","Butterfish"
"15956",13.5,0,"Lewis","Butterfish"
"15957",15,0,"Lewis","Butterfish"
"15958",20,9.44409611726317,"Lewis","Butterfish"
"15959",24.5,0,"Lewis","Butterfish"
"15960",18.5,0,"Lewis","Butterfish"
"15961",22.5,8.58756705556069,"Lewis","Butterfish"
"15962",27,0,"Lewis","Butterfish"
"15963",24,0,"Lewis","Butterfish"
"15964",9.5,0,"Lewis","Butterfish"
"15965",19.5,0,"Lewis","Butterfish"
"15966",12.5,0,"Lewis","Butterfish"
"15967",16,0.640076333929383,"Lewis","Butterfish"
"15968",4.5,0,"Lewis","Butterfish"
"15969",19,0,"Lewis","Butterfish"
"15970",22,16.5202068181681,"Lewis","Butterfish"
"15971",21.5,0,"Lewis","Butterfish"
"15972",2,0,"Lewis","Butterfish"
"15973",8,0,"Lewis","Butterfish"
"15974",23.5,0,"Lewis","Butterfish"
"15975",23,0,"Lewis","Butterfish"
"15976",26.5,0,"Lewis","Butterfish"
"15977",3,0,"Lewis","Butterfish"
"15978",10,0,"Lewis","Butterfish"
"15979",16.5,0,"Lewis","Butterfish"
"15980",24.5,0,"Lewis","Butterfish"
"15981",25,0,"Lewis","Butterfish"
"15982",9.5,0,"Lewis","Butterfish"
"15983",23.5,3.8948851758366,"Lewis","Butterfish"
"15984",22,0,"Lewis","Butterfish"
"15985",6.5,0,"Lewis","Butterfish"
"15986",11,0,"Lewis","Butterfish"
"15987",7.5,0,"Lewis","Butterfish"
"15988",13,0,"Lewis","Butterfish"
"15989",14,0,"Lewis","Butterfish"
"15990",12.5,0,"Lewis","Butterfish"
"15991",16,0.753792326351852,"Lewis","Butterfish"
"15992",17,0,"Lewis","Butterfish"
"15993",10.5,0,"Lewis","Butterfish"
"15994",17.5,0,"Lewis","Butterfish"
"15995",8.5,0,"Lewis","Butterfish"
"15996",5.5,0,"Lewis","Butterfish"
"15997",24,0,"Lewis","Butterfish"
"15998",15.5,0,"Lewis","Butterfish"
"15999",22.5,19.1027765303436,"Lewis","Butterfish"
"16000",14.5,12.0166622791396,"Lewis","Butterfish"
"16001",11.5,0,"Lewis","Butterfish"
"16002",21.5,0,"Lewis","Butterfish"
"16003",20,17.2408132926584,"Lewis","Butterfish"
"16004",13.5,0,"Lewis","Butterfish"
"16005",8,0,"Lewis","Butterfish"
"16006",5,0,"Lewis","Butterfish"
"16007",18.5,0,"Lewis","Butterfish"
"16008",4,0,"Lewis","Butterfish"
"16009",3,0,"Lewis","Butterfish"
"16010",12,5.29228672747263,"Lewis","Butterfish"
"16011",26,0,"Lewis","Butterfish"
"16012",6,0,"Lewis","Butterfish"
"16013",20.5,0,"Lewis","Butterfish"
"16014",15,0,"Lewis","Butterfish"
"16015",4.5,0,"Lewis","Butterfish"
"16016",7,0,"Lewis","Butterfish"
"16017",18,6.62279139631757,"Lewis","Butterfish"
"16018",27,0,"Lewis","Butterfish"
"16019",23,0,"Lewis","Butterfish"
"16020",25.5,9.78181086145222,"Lewis","Butterfish"
"16021",3.5,0,"Lewis","Butterfish"
"16022",21,0,"Lewis","Butterfish"
"16023",19,2.91373089490066,"Lewis","Butterfish"
"16024",9,0,"Lewis","Butterfish"
"16025",2.5,0,"Lewis","Butterfish"
"16026",2,0,"Lewis","Butterfish"
"16027",26.5,0,"Lewis","Butterfish"
"16028",20,1.23912755035517,"Lewis","Butterfish"
"16029",15,0,"Lewis","Butterfish"
"16030",12,0,"Lewis","Butterfish"
"16031",5.5,0,"Lewis","Butterfish"
"16032",4,0,"Lewis","Butterfish"
"16033",10.5,0,"Lewis","Butterfish"
"16034",16,1.06946477938038,"Lewis","Butterfish"
"16035",11,0,"Lewis","Butterfish"
"16036",21.5,0,"Lewis","Butterfish"
"16037",25.5,2.7212212870545,"Lewis","Butterfish"
"16038",11.5,0,"Lewis","Butterfish"
"16039",25,0,"Lewis","Butterfish"
"16040",18.5,0,"Lewis","Butterfish"
"16041",6.5,0,"Lewis","Butterfish"
"16042",9.5,0,"Lewis","Butterfish"
"16043",18,0,"Lewis","Butterfish"
"16044",19,1.38955980615549,"Lewis","Butterfish"
"16045",23,0,"Lewis","Butterfish"
"16046",14.5,17.1922578057503,"Lewis","Butterfish"
"16047",9,0,"Lewis","Butterfish"
"16048",10,0,"Lewis","Butterfish"
"16049",7.5,0,"Lewis","Butterfish"
"16050",6,0,"Lewis","Butterfish"
"16051",15.5,0.238210252483798,"Lewis","Butterfish"
"16052",13.5,0,"Lewis","Butterfish"
"16053",13,0,"Lewis","Butterfish"
"16054",26,0.84917543709502,"Lewis","Butterfish"
"16055",5,0,"Lewis","Butterfish"
"16056",17.5,1.91986120156585,"Lewis","Butterfish"
"16057",4.5,0,"Lewis","Butterfish"
"16058",12.5,0,"Lewis","Butterfish"
"16059",22.5,10.628478279225,"Lewis","Butterfish"
"16060",14,0,"Lewis","Butterfish"
"16061",22,8.17855200194373,"Lewis","Butterfish"
"16062",20.5,0,"Lewis","Butterfish"
"16063",17,0,"Lewis","Butterfish"
"16064",16.5,9.82878486947951,"Lewis","Butterfish"
"16065",3.5,0,"Lewis","Butterfish"
"16066",3,0,"Lewis","Butterfish"
"16067",24,0,"Lewis","Butterfish"
"16068",8.5,0,"Lewis","Butterfish"
"16069",23.5,0,"Lewis","Butterfish"
"16070",7,0,"Lewis","Butterfish"
"16071",21,0,"Lewis","Butterfish"
"16072",19.5,0,"Lewis","Butterfish"
"16073",2,0,"Lewis","Butterfish"
"16074",24.5,0,"Lewis","Butterfish"
"16075",8,0,"Lewis","Butterfish"
"16076",26.5,0,"Lewis","Butterfish"
"16077",9.5,0,"Lewis","Butterfish"
"16078",8.5,0,"Lewis","Butterfish"
"16079",16.5,4.8418256707937,"Lewis","Butterfish"
"16080",8,0,"Lewis","Butterfish"
"16081",19,2.35379035178633,"Lewis","Butterfish"
"16082",6,0,"Lewis","Butterfish"
"16083",15.5,0,"Lewis","Butterfish"
"16084",26,0.359606859300689,"Lewis","Butterfish"
"16085",18.5,0,"Lewis","Butterfish"
"16086",14,0,"Lewis","Butterfish"
"16087",11.5,0,"Lewis","Butterfish"
"16088",15,0,"Lewis","Butterfish"
"16089",17,0,"Lewis","Butterfish"
"16090",5,0,"Lewis","Butterfish"
"16091",11,0,"Lewis","Butterfish"
"16092",23,0,"Lewis","Butterfish"
"16093",20,33.2866186342987,"Lewis","Butterfish"
"16094",21.5,0,"Lewis","Butterfish"
"16095",7.5,0,"Lewis","Butterfish"
"16096",10.5,0,"Lewis","Butterfish"
"16097",16,0.646992118380043,"Lewis","Butterfish"
"16098",4,0,"Lewis","Butterfish"
"16099",23.5,0,"Lewis","Butterfish"
"16100",17.5,1.17809608933795,"Lewis","Butterfish"
"16101",4.5,0,"Lewis","Butterfish"
"16102",13,2.79134055471378,"Lewis","Butterfish"
"16103",21,0,"Lewis","Butterfish"
"16104",10,0,"Lewis","Butterfish"
"16105",13.5,0,"Lewis","Butterfish"
"16106",5.5,0,"Lewis","Butterfish"
"16107",12,2.07475458079125,"Lewis","Butterfish"
"16108",9,0,"Lewis","Butterfish"
"16109",25.5,1.48162696250836,"Lewis","Butterfish"
"16110",22,8.9059741065548,"Lewis","Butterfish"
"16111",25,0,"Lewis","Butterfish"
"16112",7,0,"Lewis","Butterfish"
"16113",24,0,"Lewis","Butterfish"
"16114",18,0,"Lewis","Butterfish"
"16115",14.5,0,"Lewis","Butterfish"
"16116",12.5,0,"Lewis","Butterfish"
"16117",27,0,"Lewis","Butterfish"
"16118",22.5,15.4317377655379,"Lewis","Butterfish"
"16119",3,0,"Lewis","Butterfish"
"16120",3.5,0,"Lewis","Butterfish"
"16121",6.5,0,"Lewis","Butterfish"
"16122",19.5,0,"Lewis","Butterfish"
"16123",26.5,0,"Lewis","Butterfish"
"16124",5.5,0,"Lewis","Butterfish"
"16125",9.5,0,"Lewis","Butterfish"
"16126",6,0,"Lewis","Butterfish"
"16127",20,26.8215389789293,"Lewis","Butterfish"
"16128",12.5,0,"Lewis","Butterfish"
"16129",21,0,"Lewis","Butterfish"
"16130",18.5,0,"Lewis","Butterfish"
"16131",18,2.37083246331607,"Lewis","Butterfish"
"16132",10.5,0,"Lewis","Butterfish"
"16133",19,0.842471416645855,"Lewis","Butterfish"
"16134",16.5,0,"Lewis","Butterfish"
"16135",8.5,0,"Lewis","Butterfish"
"16136",5,0,"Lewis","Butterfish"
"16137",17.5,0,"Lewis","Butterfish"
"16138",15.5,0.383164842556132,"Lewis","Butterfish"
"16139",16,0.501739726558963,"Lewis","Butterfish"
"16140",24,0,"Lewis","Butterfish"
"16141",11.5,0,"Lewis","Butterfish"
"16142",9,0,"Lewis","Butterfish"
"16143",24.5,0,"Lewis","Butterfish"
"16144",15,0,"Lewis","Butterfish"
"16145",26,0.5148436435058,"Lewis","Butterfish"
"16146",13,3.16110995108809,"Lewis","Butterfish"
"16147",6.5,0,"Lewis","Butterfish"
"16148",10,0,"Lewis","Butterfish"
"16149",4.5,0,"Lewis","Butterfish"
"16150",21.5,0,"Lewis","Butterfish"
"16151",11,0,"Lewis","Butterfish"
"16152",19.5,0,"Lewis","Butterfish"
"16153",12,4.75472736444655,"Lewis","Butterfish"
"16154",7.5,0,"Lewis","Butterfish"
"16155",23.5,0.674677600858869,"Lewis","Butterfish"
"16156",3.5,0,"Lewis","Butterfish"
"16157",8,0,"Lewis","Butterfish"
"16158",3,0,"Lewis","Butterfish"
"16159",17,0,"Lewis","Butterfish"
"16160",25,0,"Lewis","Butterfish"
"16161",13.5,0,"Lewis","Butterfish"
"16162",7,0,"Lewis","Butterfish"
"16163",4,0,"Lewis","Butterfish"
"16164",25.5,0,"Lewis","Butterfish"
"16165",22.5,15.9563322166315,"Lewis","Butterfish"
"16166",14,0,"Lewis","Butterfish"
"16167",20.5,0,"Lewis","Butterfish"
"16168",14.5,7.52803611387771,"Lewis","Butterfish"
"16169",26.5,0,"Lewis","Butterfish"
"16170",2,0,"Lewis","Butterfish"
"16171",2.5,0,"Lewis","Butterfish"
"16172",23,0,"Lewis","Butterfish"
"16173",18.5,0,"Lewis","Butterfish"
"16174",4.5,0,"Lewis","Butterfish"
"16175",9.5,0,"Lewis","Butterfish"
"16176",26.5,0,"Lewis","Butterfish"
"16177",25.5,0,"Lewis","Butterfish"
"16178",9,0,"Lewis","Butterfish"
"16179",17.5,3.03990839862885,"Lewis","Butterfish"
"16180",18,5.1223946668072,"Lewis","Butterfish"
"16181",16,0,"Lewis","Butterfish"
"16182",8,0,"Lewis","Butterfish"
"16183",15,0,"Lewis","Butterfish"
"16184",12,1.17510378214971,"Lewis","Butterfish"
"16185",14,0,"Lewis","Butterfish"
"16186",26,0,"Lewis","Butterfish"
"16187",12.5,0,"Lewis","Butterfish"
"16188",11,0,"Lewis","Butterfish"
"16189",3.5,0,"Lewis","Butterfish"
"16190",10,0,"Lewis","Butterfish"
"16191",21.5,0,"Lewis","Butterfish"
"16192",16.5,6.65650388714339,"Lewis","Butterfish"
"16193",13.5,0,"Lewis","Butterfish"
"16194",10.5,0,"Lewis","Butterfish"
"16195",20,13.334898349786,"Lewis","Butterfish"
"16196",17,0,"Lewis","Butterfish"
"16197",24.5,0,"Lewis","Butterfish"
"16198",3,0,"Lewis","Butterfish"
"16199",4,0,"Lewis","Butterfish"
"16200",13,0,"Lewis","Butterfish"
"16201",14.5,16.7297064875521,"Lewis","Butterfish"
"16202",11.5,0,"Lewis","Butterfish"
"16203",7.5,0,"Lewis","Butterfish"
"16204",6,0,"Lewis","Butterfish"
"16205",8.5,0,"Lewis","Butterfish"
"16206",25,0,"Lewis","Butterfish"
"16207",5,0,"Lewis","Butterfish"
"16208",15.5,0.551907842888318,"Lewis","Butterfish"
"16209",23.5,2.79239087175637,"Lewis","Butterfish"
"16210",19,0,"Lewis","Butterfish"
"16211",21,0,"Lewis","Butterfish"
"16212",22,0,"Lewis","Butterfish"
"16213",23,0,"Lewis","Butterfish"
"16214",6.5,0,"Lewis","Butterfish"
"16215",5.5,0,"Lewis","Butterfish"
"16216",20.5,0,"Lewis","Butterfish"
"16217",7,0,"Lewis","Butterfish"
"16218",2,0,"Lewis","Butterfish"
"16219",24,0,"Lewis","Butterfish"
"16220",2.5,0,"Lewis","Butterfish"
"16221",19.5,0,"Lewis","Butterfish"
"16222",13.5,0,"Lewis","Butterfish"
"16223",11,0,"Lewis","Butterfish"
"16224",15,0,"Lewis","Butterfish"
"16225",17.5,1.98747966678168,"Lewis","Butterfish"
"16226",17,0,"Lewis","Butterfish"
"16227",22.5,11.4013900527431,"Lewis","Butterfish"
"16228",9.5,0,"Lewis","Butterfish"
"16229",14.5,14.3441612855523,"Lewis","Butterfish"
"16230",12,1.51044279297957,"Lewis","Butterfish"
"16231",6.5,0,"Lewis","Butterfish"
"16232",20.5,0,"Lewis","Butterfish"
"16233",26,0.579681569477991,"Lewis","Butterfish"
"16234",2.5,0,"Lewis","Butterfish"
"16235",7,0,"Lewis","Butterfish"
"16236",7.5,0,"Lewis","Butterfish"
"16237",16.5,5.13659751792546,"Lewis","Butterfish"
"16238",18,4.51746016097571,"Lewis","Butterfish"
"16239",18.5,0,"Lewis","Butterfish"
"16240",11.5,0,"Lewis","Butterfish"
"16241",13,3.32865485545579,"Lewis","Butterfish"
"16242",12.5,0,"Lewis","Butterfish"
"16243",10.5,0,"Lewis","Butterfish"
"16244",9,0,"Lewis","Butterfish"
"16245",10,0,"Lewis","Butterfish"
"16246",20,8.51777000049293,"Lewis","Butterfish"
"16247",23.5,3.01671020850791,"Lewis","Butterfish"
"16248",21.5,0,"Lewis","Butterfish"
"16249",14,0,"Lewis","Butterfish"
"16250",15.5,0.958249125055454,"Lewis","Butterfish"
"16251",4.5,0,"Lewis","Butterfish"
"16252",25,0,"Lewis","Butterfish"
"16253",8,0,"Lewis","Butterfish"
